,id,published,updated,version,primary_category,all_categories,arxiv_path,http_link
43,0502022,2005-02-04T04:29:15Z,2005-02-04T04:29:15Z,1,cs.NE,"['cs.NE', 'cs.AI']",cs/pdf/0502/0502022v1.pdf,http://export.arxiv.org/pdf/cs/0502022v1.pdf
44,0502023,2005-02-21T02:42:32Z,2012-12-13T00:17:05Z,4,q-bio.NC,"['q-bio.NC', 'cs.NE']",q-bio/pdf/0502/0502023v4.pdf,http://export.arxiv.org/pdf/q-bio/0502023v4.pdf
45,0502086,2005-02-22T09:51:16Z,2005-02-22T09:51:16Z,1,cs.LG,"['cs.LG', 'cs.AI', 'cs.CL', 'cs.NE', 'cs.RO', 'math.DS']",cs/pdf/0502/0502086v1.pdf,http://export.arxiv.org/pdf/cs/0502086v1.pdf
46,0502087,2005-02-22T16:53:15Z,2005-02-22T16:53:15Z,1,cs.NE,"['cs.NE', 'cs.CE', 'cs.MA', 'I.6.3; I.6.8; J.2; J.3']",cs/pdf/0502/0502087v1.pdf,http://export.arxiv.org/pdf/cs/0502087v1.pdf
47,0505053,2005-05-20T15:06:40Z,2005-05-20T15:06:40Z,1,cs.IR,"['cs.IR', 'cs.NE']",cs/pdf/0505/0505053v1.pdf,http://export.arxiv.org/pdf/cs/0505053v1.pdf
48,0506024,2005-06-08T21:33:44Z,2005-06-17T19:24:53Z,3,cs.CY,"['cs.CY', 'cs.AI', 'cs.DL', 'cs.NE']",cs/pdf/0506/0506024v3.pdf,http://export.arxiv.org/pdf/cs/0506024v3.pdf
49,0506032,2005-06-10T05:30:41Z,2005-06-10T05:30:41Z,1,cs.NE,['cs.NE'],cs/pdf/0506/0506032v1.pdf,http://export.arxiv.org/pdf/cs/0506032v1.pdf
50,0506061,2005-06-28T13:36:34Z,2005-06-28T13:36:34Z,1,nlin.CD,"['nlin.CD', 'cond-mat.stat-mech', 'cs.NE']",nlin/pdf/0506/0506061v1.pdf,http://export.arxiv.org/pdf/nlin/0506061v1.pdf
51,0511042,2005-11-10T10:00:46Z,2005-11-10T10:00:46Z,1,cs.AI,"['cs.AI', 'cs.LO', 'cs.NE']",cs/pdf/0511/0511042v1.pdf,http://export.arxiv.org/pdf/cs/0511042v1.pdf
52,0511045,2005-11-28T17:54:03Z,2005-11-28T17:54:03Z,1,q-bio.QM,"['q-bio.QM', 'cs.DC', 'cs.NE', 'q-bio.OT']",q-bio/pdf/0511/0511045v1.pdf,http://export.arxiv.org/pdf/q-bio/0511045v1.pdf
53,0512037,2005-12-09T20:30:02Z,2005-12-13T09:52:53Z,2,cs.NE,"['cs.NE', 'cs.AI']",cs/pdf/0512/0512037v2.pdf,http://export.arxiv.org/pdf/cs/0512037v2.pdf
54,0512062,2005-12-15T15:05:22Z,2005-12-15T15:05:22Z,1,cs.NE,"['cs.NE', 'F.1.1; I.2.6']",cs/pdf/0512/0512062v1.pdf,http://export.arxiv.org/pdf/cs/0512062v1.pdf
55,0602055,2006-02-15T13:48:13Z,2006-02-15T13:48:13Z,1,cs.NE,"['cs.NE', 'I.2.8']",cs/pdf/0602/0602055v1.pdf,http://export.arxiv.org/pdf/cs/0602055v1.pdf
56,0604046,2006-04-11T14:00:22Z,2006-04-11T14:00:22Z,1,cs.LG,"['cs.LG', 'cs.NE']",cs/pdf/0604/0604046v1.pdf,http://export.arxiv.org/pdf/cs/0604046v1.pdf
57,0605498,2006-05-18T07:47:58Z,2006-05-18T07:47:58Z,1,math.OC,"['math.OC', 'cs.AI', 'cs.LG', 'cs.NE', 'cs.RO', 'math.ST', 'stat.TH']",math/pdf/0605/0605498v1.pdf,http://export.arxiv.org/pdf/math/0605498v1.pdf
58,0607048,2006-07-11T15:25:56Z,2006-07-11T15:25:56Z,1,cs.NE,"['cs.NE', 'math.ST', 'stat.TH']",cs/pdf/0607/0607048v1.pdf,http://export.arxiv.org/pdf/cs/0607048v1.pdf
59,0608115,2006-08-29T13:24:37Z,2006-08-29T13:24:37Z,1,cs.CV,"['cs.CV', 'cs.NE']",cs/pdf/0608/0608115v1.pdf,http://export.arxiv.org/pdf/cs/0608115v1.pdf
60,0611422,2006-11-14T12:52:21Z,2006-11-14T12:52:21Z,1,math.ST,"['math.ST', 'cs.NE', 'nlin.AO', 'stat.TH']",math/pdf/0611/0611422v1.pdf,http://export.arxiv.org/pdf/math/0611422v1.pdf
61,0611140,2006-11-28T12:44:43Z,2006-11-28T12:44:43Z,1,cs.AI,"['cs.AI', 'cs.NE']",cs/pdf/0611/0611140v1.pdf,http://export.arxiv.org/pdf/cs/0611140v1.pdf
62,0611163,2006-11-30T15:30:36Z,2006-11-30T15:30:36Z,1,cs.AI,"['cs.AI', 'cs.GT', 'cs.NE']",cs/pdf/0611/0611163v1.pdf,http://export.arxiv.org/pdf/cs/0611163v1.pdf
63,0612087,2006-12-18T21:02:03Z,2006-12-18T21:02:03Z,1,cs.CE,"['cs.CE', 'cs.IT', 'cs.NE', 'math.IT', 'q-bio.QM']",cs/pdf/0612/0612087v1.pdf,http://export.arxiv.org/pdf/cs/0612087v1.pdf
64,0701144,2007-01-04T16:04:09Z,2007-01-04T16:04:09Z,1,math.ST,"['math.ST', 'cs.NE', 'stat.TH']",math/pdf/0701/0701144v1.pdf,http://export.arxiv.org/pdf/math/0701144v1.pdf
65,0701152,2007-01-05T06:06:02Z,2007-01-05T06:06:02Z,1,math.ST,"['math.ST', 'cs.NE', 'stat.TH']",math/pdf/0701/0701152v1.pdf,http://export.arxiv.org/pdf/math/0701152v1.pdf
66,0701115,2007-01-18T09:23:29Z,2007-01-18T09:23:29Z,1,cs.DC,"['cs.DC', 'cs.NE']",cs/pdf/0701/0701115v1.pdf,http://export.arxiv.org/pdf/cs/0701115v1.pdf
67,0702866,2007-02-28T08:02:35Z,2007-04-03T07:09:41Z,2,math.ST,"['math.ST', 'cs.NE', 'stat.TH']",math/pdf/0702/0702866v2.pdf,http://export.arxiv.org/pdf/math/0702866v2.pdf
68,0703002,2007-02-28T22:52:43Z,2010-02-05T12:03:19Z,9,cs.NE,"['cs.NE', 'cs.CC', 'F.1.1; F.4.0; H.1.1; I.2.0; J.3']",cs/pdf/0703/0703002v9.pdf,http://export.arxiv.org/pdf/cs/0703002v9.pdf
69,0704.0047,2007-04-01T13:06:50Z,2007-04-01T13:06:50Z,1,cs.NE,"['cs.NE', 'cs.AI']",arxiv/pdf/0704/0704.0047v1.pdf,http://export.arxiv.org/pdf/0704.0047v1.pdf
70,0705.0602,2007-05-04T11:53:35Z,2007-05-04T11:53:35Z,1,cs.NE,['cs.NE'],arxiv/pdf/0705/0705.0602v1.pdf,http://export.arxiv.org/pdf/0705.0602v1.pdf
71,0705.1481,2007-05-10T14:10:08Z,2007-05-10T14:10:08Z,1,cs.NE,['cs.NE'],arxiv/pdf/0705/0705.1481v1.pdf,http://export.arxiv.org/pdf/0705.1481v1.pdf
72,0705.3669,2007-05-24T21:48:18Z,2007-05-24T21:48:18Z,1,cs.NE,"['cs.NE', 'cs.CV', 'cs.SD']",arxiv/pdf/0705/0705.3669v1.pdf,http://export.arxiv.org/pdf/0705.3669v1.pdf
73,0706.1410,2007-06-11T12:17:19Z,2007-06-11T12:17:19Z,1,cs.NA,"['cs.NA', 'cs.NE', 'math.NA', 'math.OC']",arxiv/pdf/0706/0706.1410v1.pdf,http://export.arxiv.org/pdf/0706.1410v1.pdf
74,0707.4032,2007-07-27T02:38:56Z,2007-07-27T02:38:56Z,1,cs.CR,"['cs.CR', 'cs.NE', 'C.1.3; C.2.0; E.3.x; F.1.1']",arxiv/pdf/0707/0707.4032v1.pdf,http://export.arxiv.org/pdf/0707.4032v1.pdf
75,0707.4524,2007-07-31T02:27:10Z,2007-07-31T02:27:10Z,1,cs.MM,"['cs.MM', 'cs.NE', 'C.1.3; E.3.x; F.1.1']",arxiv/pdf/0707/0707.4524v1.pdf,http://export.arxiv.org/pdf/0707.4524v1.pdf
76,0709.3586,2007-09-22T15:53:54Z,2007-09-22T15:53:54Z,1,cs.NE,"['cs.NE', 'cs.LG']",arxiv/pdf/0709/0709.3586v1.pdf,http://export.arxiv.org/pdf/0709.3586v1.pdf
77,0709.3965,2007-09-25T14:28:32Z,2007-09-26T10:37:00Z,2,cs.LG,"['cs.LG', 'cs.AI', 'cs.NE']",arxiv/pdf/0709/0709.3965v2.pdf,http://export.arxiv.org/pdf/0709.3965v2.pdf
78,0711.2897,2007-11-19T11:24:47Z,2007-11-19T11:24:47Z,1,cs.NE,"['cs.NE', 'I.5.1']",arxiv/pdf/0711/0711.2897v1.pdf,http://export.arxiv.org/pdf/0711.2897v1.pdf
79,0712.4126,2007-12-25T03:14:32Z,2007-12-25T03:14:32Z,1,cs.AI,"['cs.AI', 'cs.CE', 'cs.MS', 'cs.NA', 'cs.NE', 'G.1.6; I.5.3; I.5.1']",arxiv/pdf/0712/0712.4126v1.pdf,http://export.arxiv.org/pdf/0712.4126v1.pdf
80,0801.3113,2008-01-21T00:34:55Z,2008-01-21T00:34:55Z,1,cs.NE,"['cs.NE', 'cs.AI', 'I.2.6; I.2.8; G.1.6']",arxiv/pdf/0801/0801.3113v1.pdf,http://export.arxiv.org/pdf/0801.3113v1.pdf
81,0802.0861,2008-02-06T18:50:16Z,2008-02-06T18:50:16Z,1,cs.NE,['cs.NE'],arxiv/pdf/0802/0802.0861v1.pdf,http://export.arxiv.org/pdf/0802.0861v1.pdf
82,0802.4002,2008-02-27T12:15:08Z,2008-05-16T10:45:07Z,3,cs.NE,"['cs.NE', 'cs.CR']",arxiv/pdf/0802/0802.4002v3.pdf,http://export.arxiv.org/pdf/0802.4002v3.pdf
83,0803.1997,2008-03-13T16:01:10Z,2008-05-16T09:41:27Z,2,cs.NE,"['cs.NE', 'cs.AI', 'cs.CR']",arxiv/pdf/0803/0803.1997v2.pdf,http://export.arxiv.org/pdf/0803.1997v2.pdf
84,0803.2973,2008-03-20T11:59:27Z,2008-05-16T10:42:09Z,2,cs.NE,"['cs.NE', 'cs.CR']",arxiv/pdf/0803/0803.2973v2.pdf,http://export.arxiv.org/pdf/0803.2973v2.pdf
85,0803.2981,2008-03-20T12:24:43Z,2008-03-20T12:24:43Z,1,cs.NE,"['cs.NE', 'cs.AI', 'cs.RO']",arxiv/pdf/0803/0803.2981v1.pdf,http://export.arxiv.org/pdf/0803.2981v1.pdf
86,0803.3746,2008-03-26T15:14:33Z,2008-03-26T15:14:33Z,1,cs.NE,"['cs.NE', 'cs.DS']",arxiv/pdf/0803/0803.3746v1.pdf,http://export.arxiv.org/pdf/0803.3746v1.pdf
87,0803.3912,2008-03-27T12:55:59Z,2008-03-27T12:55:59Z,1,cs.NE,"['cs.NE', 'cs.AI', 'cs.MA']",arxiv/pdf/0803/0803.3912v1.pdf,http://export.arxiv.org/pdf/0803.3912v1.pdf
88,0804.1266,2008-04-08T11:44:38Z,2008-04-08T11:44:38Z,1,cs.NE,"['cs.NE', 'cs.CR']",arxiv/pdf/0804/0804.1266v1.pdf,http://export.arxiv.org/pdf/0804.1266v1.pdf
89,0804.4071,2008-04-25T09:30:28Z,2008-04-25T09:30:28Z,1,cs.LO,"['cs.LO', 'cs.NE']",arxiv/pdf/0804/0804.4071v1.pdf,http://export.arxiv.org/pdf/0804.4071v1.pdf
90,0807.2928,2008-07-18T11:23:27Z,2008-07-18T11:23:27Z,1,cs.CV,"['cs.CV', 'cs.NE']",arxiv/pdf/0807/0807.2928v1.pdf,http://export.arxiv.org/pdf/0807.2928v1.pdf
91,0809.4296,2008-09-24T22:52:05Z,2008-09-24T22:52:05Z,1,q-bio.NC,"['q-bio.NC', 'cs.NE']",arxiv/pdf/0809/0809.4296v1.pdf,http://export.arxiv.org/pdf/0809.4296v1.pdf
92,0810.3992,2008-10-22T08:02:47Z,2009-03-20T10:55:15Z,2,nlin.AO,"['nlin.AO', 'cs.NE', 'nlin.CD', 'q-bio.NC']",arxiv/pdf/0810/0810.3992v2.pdf,http://export.arxiv.org/pdf/0810.3992v2.pdf
93,0811.0980,2008-11-06T16:04:08Z,2008-11-06T16:04:08Z,1,nlin.AO,"['nlin.AO', 'cond-mat.dis-nn', 'cs.NE']",arxiv/pdf/0811/0811.0980v1.pdf,http://export.arxiv.org/pdf/0811.0980v1.pdf
94,0902.1629,2009-02-10T11:02:50Z,2009-02-10T11:02:50Z,1,cs.NE,"['cs.NE', 'cs.AI', 'G.1.6']",arxiv/pdf/0902/0902.1629v1.pdf,http://export.arxiv.org/pdf/0902.1629v1.pdf
95,0902.1665,2009-02-10T14:45:50Z,2009-02-10T14:45:50Z,1,cs.NE,"['cs.NE', 'cs.CE', 'G.1.6; G.1.8']",arxiv/pdf/0902/0902.1665v1.pdf,http://export.arxiv.org/pdf/0902.1665v1.pdf
96,0902.3196,2009-02-18T17:19:50Z,2009-02-18T17:19:50Z,1,cs.NE,"['cs.NE', 'cs.AI', 'I.2.6; H.2.8']",arxiv/pdf/0902/0902.3196v1.pdf,http://export.arxiv.org/pdf/0902.3196v1.pdf
97,0903.1389,2009-03-08T04:53:54Z,2009-03-08T04:53:54Z,1,cs.DC,"['cs.DC', 'cs.NE', 'C.2.4']",arxiv/pdf/0903/0903.1389v1.pdf,http://export.arxiv.org/pdf/0903.1389v1.pdf
98,0904.3063,2009-04-20T15:57:20Z,2009-04-20T15:57:20Z,1,cs.NE,['cs.NE'],arxiv/pdf/0904/0904.3063v1.pdf,http://export.arxiv.org/pdf/0904.3063v1.pdf
99,0907.0340,2009-07-02T10:56:52Z,2009-07-02T10:56:52Z,1,cs.NE,"['cs.NE', 'cs.AI']",arxiv/pdf/0907/0907.0340v1.pdf,http://export.arxiv.org/pdf/0907.0340v1.pdf
100,0907.0598,2009-07-03T11:23:14Z,2009-07-03T11:23:14Z,1,cs.NE,"['cs.NE', 'cs.AI']",arxiv/pdf/0907/0907.0598v1.pdf,http://export.arxiv.org/pdf/0907.0598v1.pdf
101,0908.0516,2009-08-04T19:16:14Z,2009-08-04T19:16:14Z,1,cs.NE,['cs.NE'],arxiv/pdf/0908/0908.0516v1.pdf,http://export.arxiv.org/pdf/0908.0516v1.pdf
102,0910.1838,2009-10-09T20:01:36Z,2009-10-09T20:01:36Z,1,cs.CR,"['cs.CR', 'cs.NE']",arxiv/pdf/0910/0910.1838v1.pdf,http://export.arxiv.org/pdf/0910.1838v1.pdf
103,0910.3117,2009-10-16T13:44:37Z,2009-10-16T13:44:37Z,1,cs.AI,"['cs.AI', 'cs.CR', 'cs.NE']",arxiv/pdf/0910/0910.3117v1.pdf,http://export.arxiv.org/pdf/0910.3117v1.pdf
104,0910.3124,2009-10-16T13:55:41Z,2009-10-16T13:55:41Z,1,cs.AI,"['cs.AI', 'cs.CR', 'cs.NE']",arxiv/pdf/0910/0910.3124v1.pdf,http://export.arxiv.org/pdf/0910.3124v1.pdf
105,0910.3348,2009-10-18T03:31:33Z,2009-10-18T03:31:33Z,1,cs.CV,"['cs.CV', 'cs.AI', 'cs.GT', 'cs.NE', 'I.5.0']",arxiv/pdf/0910/0910.3348v1.pdf,http://export.arxiv.org/pdf/0910.3348v1.pdf
106,0910.4899,2009-10-26T14:54:46Z,2009-10-26T14:54:46Z,1,cs.AI,"['cs.AI', 'cs.NE']",arxiv/pdf/0910/0910.4899v1.pdf,http://export.arxiv.org/pdf/0910.4899v1.pdf
107,0910.4903,2009-10-26T15:13:04Z,2009-10-26T15:13:04Z,1,cs.AI,"['cs.AI', 'cs.NE']",arxiv/pdf/0910/0910.4903v1.pdf,http://export.arxiv.org/pdf/0910.4903v1.pdf
108,0911.0485,2009-11-03T04:07:19Z,2009-11-03T04:07:19Z,1,cs.NE,"['cs.NE', 'cs.LG']",arxiv/pdf/0911/0911.0485v1.pdf,http://export.arxiv.org/pdf/0911.0485v1.pdf
109,0912.1015,2009-12-05T13:18:35Z,2009-12-05T13:18:35Z,1,cs.NE,"['cs.NE', 'cs.CE']",arxiv/pdf/0912/0912.1015v1.pdf,http://export.arxiv.org/pdf/0912.1015v1.pdf
110,0912.1534,2009-12-08T16:29:24Z,2010-01-18T21:20:22Z,2,cs.NE,"['cs.NE', 'q-fin.CP', 'q-fin.PM']",arxiv/pdf/0912/0912.1534v2.pdf,http://export.arxiv.org/pdf/0912.1534v2.pdf
111,0912.2310,2009-12-11T18:40:06Z,2009-12-11T18:40:06Z,1,cs.NE,['cs.NE'],arxiv/pdf/0912/0912.2310v1.pdf,http://export.arxiv.org/pdf/0912.2310v1.pdf
112,0912.2843,2009-12-15T10:57:58Z,2010-05-30T09:00:50Z,2,cs.NE,"['cs.NE', 'cs.CR', 'cs.LG']",arxiv/pdf/0912/0912.2843v2.pdf,http://export.arxiv.org/pdf/0912.2843v2.pdf
