,id,published,updated,version,primary_category,all_categories,arxiv_path,http_link
55,0710.4761,2007-10-25T09:55:04Z,2007-10-25T09:55:04Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4761v1.pdf,http://export.arxiv.org/pdf/0710.4761v1.pdf
56,0710.4795,2007-10-25T11:52:22Z,2007-10-25T11:52:22Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4795v1.pdf,http://export.arxiv.org/pdf/0710.4795v1.pdf
57,0710.4801,2007-10-25T11:55:59Z,2007-10-25T11:55:59Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4801v1.pdf,http://export.arxiv.org/pdf/0710.4801v1.pdf
58,0710.4805,2007-10-25T11:57:50Z,2007-10-25T11:57:50Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4805v1.pdf,http://export.arxiv.org/pdf/0710.4805v1.pdf
59,0710.4806,2007-10-25T11:57:56Z,2007-10-25T11:57:56Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4806v1.pdf,http://export.arxiv.org/pdf/0710.4806v1.pdf
60,0710.4813,2007-10-25T12:00:48Z,2007-10-25T12:00:48Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4813v1.pdf,http://export.arxiv.org/pdf/0710.4813v1.pdf
61,0710.4826,2007-10-25T12:06:43Z,2007-10-25T12:06:43Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4826v1.pdf,http://export.arxiv.org/pdf/0710.4826v1.pdf
62,0710.4833,2007-10-25T12:11:11Z,2007-10-25T12:11:11Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4833v1.pdf,http://export.arxiv.org/pdf/0710.4833v1.pdf
63,0710.4843,2007-10-25T12:19:07Z,2007-10-25T12:19:07Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4843v1.pdf,http://export.arxiv.org/pdf/0710.4843v1.pdf
64,0710.4850,2007-10-25T12:24:59Z,2007-10-25T12:24:59Z,1,cs.AR,['cs.AR'],arxiv/pdf/0710/0710.4850v1.pdf,http://export.arxiv.org/pdf/0710.4850v1.pdf
65,0711.0838,2007-11-06T11:16:34Z,2008-11-25T08:46:40Z,2,cs.AR,"['cs.AR', 'C.0; F.1.1; F.1.3']",arxiv/pdf/0711/0711.0838v2.pdf,http://export.arxiv.org/pdf/0711.0838v2.pdf
66,0807.1765,2008-07-11T02:47:55Z,2008-07-11T02:47:55Z,1,cs.AR,"['cs.AR', 'C.0; I.6.3; C.2.4']",arxiv/pdf/0807/0807.1765v1.pdf,http://export.arxiv.org/pdf/0807.1765v1.pdf
67,0807.3732,2008-07-23T19:22:06Z,2008-07-23T19:22:06Z,1,cs.AR,['cs.AR'],arxiv/pdf/0807/0807.3732v1.pdf,http://export.arxiv.org/pdf/0807.3732v1.pdf
68,0812.3871,2008-12-19T18:14:54Z,2008-12-19T18:14:54Z,1,cs.AR,['cs.AR'],arxiv/pdf/0812/0812.3871v1.pdf,http://export.arxiv.org/pdf/0812.3871v1.pdf
69,0901.4081,2009-01-26T19:54:27Z,2009-01-26T19:54:27Z,1,cs.AR,['cs.AR'],arxiv/pdf/0901/0901.4081v1.pdf,http://export.arxiv.org/pdf/0901.4081v1.pdf
70,0906.3834,2009-06-20T23:12:45Z,2009-06-20T23:12:45Z,1,cs.AR,['cs.AR'],arxiv/pdf/0906/0906.3834v1.pdf,http://export.arxiv.org/pdf/0906.3834v1.pdf
71,0909.1876,2009-09-10T07:29:52Z,2009-09-10T07:29:52Z,1,cs.AR,['cs.AR'],arxiv/pdf/0909/0909.1876v1.pdf,http://export.arxiv.org/pdf/0909.1876v1.pdf
72,0910.0505,2009-10-03T02:04:22Z,2009-11-14T04:14:30Z,2,cs.AR,"['cs.AR', 'cs.GR', 'B.3.4']",arxiv/pdf/0910/0910.0505v2.pdf,http://export.arxiv.org/pdf/0910.0505v2.pdf
73,0910.3736,2009-10-20T04:01:51Z,2009-10-20T04:01:51Z,1,cs.AR,['cs.AR'],arxiv/pdf/0910/0910.3736v1.pdf,http://export.arxiv.org/pdf/0910.3736v1.pdf
74,1001.3716,2010-01-21T04:34:07Z,2010-01-21T04:34:07Z,1,cs.AR,['cs.AR'],arxiv/pdf/1001/1001.3716v1.pdf,http://export.arxiv.org/pdf/1001.3716v1.pdf
75,1001.4493,2010-01-25T17:36:32Z,2010-01-25T17:36:32Z,1,cs.AR,"['cs.AR', 'cs.DS', 'C.1.3']",arxiv/pdf/1001/1001.4493v1.pdf,http://export.arxiv.org/pdf/1001.4493v1.pdf
76,1002.0939,2010-02-04T09:48:53Z,2010-02-04T09:48:53Z,1,cs.DC,"['cs.DC', 'cs.AR', 'cs.PL', 'cs.SE', 'D.3.4; D.1.3']",arxiv/pdf/1002/1002.0939v1.pdf,http://export.arxiv.org/pdf/1002.0939v1.pdf
77,1002.1881,2010-02-09T15:21:20Z,2010-02-09T15:21:20Z,1,cs.AR,['cs.AR'],arxiv/pdf/1002/1002.1881v1.pdf,http://export.arxiv.org/pdf/1002.1881v1.pdf
78,1002.1953,2010-02-09T19:47:34Z,2010-02-09T19:47:34Z,1,cs.AR,"['cs.AR', 'cs.PF']",arxiv/pdf/1002/1002.1953v1.pdf,http://export.arxiv.org/pdf/1002.1953v1.pdf
79,1006.1179,2010-06-07T06:32:39Z,2010-06-07T06:32:39Z,1,cs.AR,['cs.AR'],arxiv/pdf/1006/1006.1179v1.pdf,http://export.arxiv.org/pdf/1006.1179v1.pdf
80,1008.2729,2010-08-16T18:14:06Z,2010-08-16T18:14:06Z,1,cs.AR,['cs.AR'],arxiv/pdf/1008/1008.2729v1.pdf,http://export.arxiv.org/pdf/1008.2729v1.pdf
81,1010.4065,2010-10-19T22:25:36Z,2010-10-19T22:25:36Z,1,cs.SY,"['cs.SY', 'cs.AR', 'cs.SE', 'C.0; C.1.m; D.2.2; D.2.11; D.4.7; D.4.8']",arxiv/pdf/1010/1010.4065v1.pdf,http://export.arxiv.org/pdf/1010.4065v1.pdf
82,1103.1360,2011-03-07T20:04:05Z,2011-03-08T12:13:20Z,2,cs.AR,"['cs.AR', 'cs.CR']",arxiv/pdf/1103/1103.1360v2.pdf,http://export.arxiv.org/pdf/1103.1360v2.pdf
83,1105.1973,2011-05-10T15:24:49Z,2011-05-10T15:24:49Z,1,cs.AR,['cs.AR'],arxiv/pdf/1105/1105.1973v1.pdf,http://export.arxiv.org/pdf/1105.1973v1.pdf
84,1107.3924,2011-07-20T09:20:30Z,2011-07-20T09:20:30Z,1,cs.AR,['cs.AR'],arxiv/pdf/1107/1107.3924v1.pdf,http://export.arxiv.org/pdf/1107.3924v1.pdf
85,1108.3970,2011-08-19T14:32:32Z,2012-08-04T07:51:13Z,2,cs.AR,['cs.AR'],arxiv/pdf/1108/1108.3970v2.pdf,http://export.arxiv.org/pdf/1108.3970v2.pdf
86,1108.5497,2011-08-28T08:07:09Z,2017-12-19T19:25:24Z,3,cs.AR,['cs.AR'],arxiv/pdf/1108/1108.5497v3.pdf,http://export.arxiv.org/pdf/1108.5497v3.pdf
87,1109.0708,2011-09-04T12:28:46Z,2011-09-04T12:28:46Z,1,cs.AR,['cs.AR'],arxiv/pdf/1109/1109.0708v1.pdf,http://export.arxiv.org/pdf/1109.0708v1.pdf
88,1109.0752,2011-09-04T20:02:53Z,2011-09-04T20:02:53Z,1,cs.AR,['cs.AR'],arxiv/pdf/1109/1109.0752v1.pdf,http://export.arxiv.org/pdf/1109.0752v1.pdf
89,1109.0755,2011-09-04T20:46:08Z,2011-09-04T20:46:08Z,1,cs.AR,['cs.AR'],arxiv/pdf/1109/1109.0755v1.pdf,http://export.arxiv.org/pdf/1109.0755v1.pdf
90,1111.4279,2011-11-18T04:12:12Z,2011-11-18T04:12:12Z,1,cs.AR,['cs.AR'],arxiv/pdf/1111/1111.4279v1.pdf,http://export.arxiv.org/pdf/1111.4279v1.pdf
91,1201.0954,2012-01-04T18:21:06Z,2012-01-04T18:21:06Z,1,cs.AR,['cs.AR'],arxiv/pdf/1201/1201.0954v1.pdf,http://export.arxiv.org/pdf/1201.0954v1.pdf
92,1201.1674,2012-01-09T01:00:44Z,2012-01-09T01:00:44Z,1,cs.AR,['cs.AR'],arxiv/pdf/1201/1201.1674v1.pdf,http://export.arxiv.org/pdf/1201.1674v1.pdf
93,1201.2542,2012-01-12T12:23:33Z,2012-01-12T12:23:33Z,1,cs.AR,"['cs.AR', 'cs.CV']",arxiv/pdf/1201/1201.2542v1.pdf,http://export.arxiv.org/pdf/1201.2542v1.pdf
94,1201.3332,2012-01-16T18:34:36Z,2012-01-16T18:34:36Z,1,cs.ET,"['cs.ET', 'cs.AR']",arxiv/pdf/1201/1201.3332v1.pdf,http://export.arxiv.org/pdf/1201.3332v1.pdf
95,1203.0787,2012-03-04T23:43:07Z,2012-03-04T23:43:07Z,1,cs.AR,['cs.AR'],arxiv/pdf/1203/1203.0787v1.pdf,http://export.arxiv.org/pdf/1203.0787v1.pdf
96,1203.4150,2012-03-19T16:18:54Z,2012-03-19T16:18:54Z,1,cs.AR,['cs.AR'],arxiv/pdf/1203/1203.4150v1.pdf,http://export.arxiv.org/pdf/1203.4150v1.pdf
97,1204.1179,2012-04-05T10:59:03Z,2012-04-05T10:59:03Z,1,cs.AR,['cs.AR'],arxiv/pdf/1204/1204.1179v1.pdf,http://export.arxiv.org/pdf/1204.1179v1.pdf
98,1204.5407,2012-04-24T15:28:25Z,2012-04-24T15:28:25Z,1,cs.AR,['cs.AR'],arxiv/pdf/1204/1204.5407v1.pdf,http://export.arxiv.org/pdf/1204.5407v1.pdf
99,1204.6662,2012-04-30T15:04:49Z,2012-04-30T15:04:49Z,1,cs.DC,"['cs.DC', 'cs.AR']",arxiv/pdf/1204/1204.6662v1.pdf,http://export.arxiv.org/pdf/1204.6662v1.pdf
100,1205.1737,2012-05-08T16:30:40Z,2012-07-27T15:15:34Z,2,cs.AR,['cs.AR'],arxiv/pdf/1205/1205.1737v2.pdf,http://export.arxiv.org/pdf/1205.1737v2.pdf
101,1205.1860,2012-05-09T03:18:40Z,2012-05-09T03:18:40Z,1,cs.AR,['cs.AR'],arxiv/pdf/1205/1205.1860v1.pdf,http://export.arxiv.org/pdf/1205.1860v1.pdf
102,1205.2153,2012-05-10T04:04:45Z,2012-05-10T04:04:45Z,1,cs.AR,['cs.AR'],arxiv/pdf/1205/1205.2153v1.pdf,http://export.arxiv.org/pdf/1205.2153v1.pdf
103,1206.4753,2012-06-21T00:59:43Z,2012-10-07T04:08:02Z,2,cs.AR,['cs.AR'],arxiv/pdf/1206/1206.4753v2.pdf,http://export.arxiv.org/pdf/1206.4753v2.pdf
104,1206.6213,2012-06-27T09:33:06Z,2012-06-27T09:33:06Z,1,cs.AR,"['cs.AR', 'cs.OS']",arxiv/pdf/1206/1206.6213v1.pdf,http://export.arxiv.org/pdf/1206.6213v1.pdf
105,1207.1187,2012-07-05T08:20:02Z,2012-07-05T08:20:02Z,1,cs.AR,['cs.AR'],arxiv/pdf/1207/1207.1187v1.pdf,http://export.arxiv.org/pdf/1207.1187v1.pdf
106,1207.1683,2012-07-06T16:52:24Z,2012-07-06T16:52:24Z,1,cs.AR,['cs.AR'],arxiv/pdf/1207/1207.1683v1.pdf,http://export.arxiv.org/pdf/1207.1683v1.pdf
107,1208.6428,2012-08-31T09:04:05Z,2012-08-31T09:04:05Z,1,cs.OS,"['cs.OS', 'cs.AR', 'cs.PF']",arxiv/pdf/1208/1208.6428v1.pdf,http://export.arxiv.org/pdf/1208.6428v1.pdf
108,1209.3099,2012-09-14T06:09:10Z,2012-09-14T06:09:10Z,1,cs.AR,['cs.AR'],arxiv/pdf/1209/1209.3099v1.pdf,http://export.arxiv.org/pdf/1209.3099v1.pdf
109,1211.5248,2012-11-22T10:46:25Z,2012-11-22T10:46:25Z,1,cs.AR,['cs.AR'],arxiv/pdf/1211/1211.5248v1.pdf,http://export.arxiv.org/pdf/1211.5248v1.pdf
110,1212.6303,2012-12-27T05:16:25Z,2012-12-27T05:16:25Z,1,cs.AR,"['cs.AR', 'cs.CR', 'cs.CV']",arxiv/pdf/1212/1212.6303v1.pdf,http://export.arxiv.org/pdf/1212.6303v1.pdf
111,1301.3281,2013-01-15T09:51:33Z,2013-01-15T09:51:33Z,1,cs.AR,['cs.AR'],arxiv/pdf/1301/1301.3281v1.pdf,http://export.arxiv.org/pdf/1301.3281v1.pdf
112,1302.1078,2013-02-05T16:06:15Z,2013-02-05T16:06:15Z,1,cs.PF,"['cs.PF', 'cs.AR']",arxiv/pdf/1302/1302.1078v1.pdf,http://export.arxiv.org/pdf/1302.1078v1.pdf
113,1302.6911,2013-02-11T20:34:05Z,2013-02-11T20:34:05Z,1,cs.DC,"['cs.DC', 'cs.AR']",arxiv/pdf/1302/1302.6911v1.pdf,http://export.arxiv.org/pdf/1302.6911v1.pdf
114,1302.4464,2013-02-18T21:24:22Z,2013-02-18T21:24:22Z,1,cs.AR,"['cs.AR', 'cs.ET']",arxiv/pdf/1302/1302.4464v1.pdf,http://export.arxiv.org/pdf/1302.4464v1.pdf
115,1303.6849,2013-03-27T14:56:33Z,2013-03-27T14:56:33Z,1,physics.ins-det,"['physics.ins-det', 'cs.AR']",arxiv/pdf/1303/1303.6849v1.pdf,http://export.arxiv.org/pdf/1303.6849v1.pdf
116,1305.1459,2013-05-07T10:22:31Z,2013-05-07T10:22:31Z,1,cs.DC,"['cs.DC', 'cs.AR', 'cs.NE', 'cs.OS', 'cs.PL', 'C.1.4; C.3; B.7.2; F.2.2']",arxiv/pdf/1305/1305.1459v1.pdf,http://export.arxiv.org/pdf/1305.1459v1.pdf
117,1305.3038,2013-05-14T06:56:10Z,2013-05-14T06:56:10Z,1,cs.AR,"['cs.AR', 'Computer system organization', 'C.1.4']",arxiv/pdf/1305/1305.3038v1.pdf,http://export.arxiv.org/pdf/1305.3038v1.pdf
118,1306.0089,2013-06-01T09:04:40Z,2013-06-01T09:04:40Z,1,cs.AR,"['cs.AR', '68R01']",arxiv/pdf/1306/1306.0089v1.pdf,http://export.arxiv.org/pdf/1306.0089v1.pdf
119,1306.1916,2013-06-08T13:18:48Z,2013-06-08T13:18:48Z,1,cs.CR,"['cs.CR', 'cs.AR']",arxiv/pdf/1306/1306.1916v1.pdf,http://export.arxiv.org/pdf/1306.1916v1.pdf
120,1307.3853,2013-07-15T08:44:19Z,2013-07-15T08:44:19Z,1,cs.AR,['cs.AR'],arxiv/pdf/1307/1307.3853v1.pdf,http://export.arxiv.org/pdf/1307.3853v1.pdf
121,1307.6406,2013-07-24T13:09:43Z,2013-07-24T13:09:43Z,1,cs.AR,['cs.AR'],arxiv/pdf/1307/1307.6406v1.pdf,http://export.arxiv.org/pdf/1307.6406v1.pdf
122,1307.8401,2013-07-31T17:45:54Z,2013-07-31T17:45:54Z,1,cs.AR,['cs.AR'],arxiv/pdf/1307/1307.8401v1.pdf,http://export.arxiv.org/pdf/1307.8401v1.pdf
123,1308.3123,2013-08-14T13:46:37Z,2013-08-14T13:46:37Z,1,cs.PF,"['cs.PF', 'cs.AR']",arxiv/pdf/1308/1308.3123v1.pdf,http://export.arxiv.org/pdf/1308.3123v1.pdf
124,1309.2458,2013-09-10T11:19:15Z,2013-09-10T11:19:15Z,1,cs.AR,['cs.AR'],arxiv/pdf/1309/1309.2458v1.pdf,http://export.arxiv.org/pdf/1309.2458v1.pdf
